Institution,Pays,Ville,Description,Programme,Niveau,Duree,Cout,Cout Note,Langue,Filiere
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Bordeaux - M2 - Management de Projet & Ingénierie Commerciale — Bordeaux,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Bordeaux - M2 - Management, Conseil & Stratégie — Bordeaux",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Bordeaux - M2 - Manager des Ressources Humaines — Bordeaux,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Bordeaux - M2 - Manager du Développement Durable & de la Transition Ecologique — Bordeaux,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Bordeaux - M2 - Manager en Data Marketing — Bordeaux,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Informatique & IA
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Bordeaux - M2 - Manager Financier, Banque & Assurance — Bordeaux",MSc,1 an (M2),12 990 € – 13 640 €/an,"Comptant 12 990 € | Échelonné 13 640 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Bordeaux - M2 - Marketing Digital & E-Commerce — Bordeaux,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Bordeaux - M2 - Marketing, Communication & Stratégie de Marque — Bordeaux",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Bordeaux (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Analyse Financière Internationale — Lyon,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Audit & Contrôle de Gestion — Lyon,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Business Development & Ingénierie d'Affaires — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Lyon - M2 - Communication, Marketing d'Influence & RP — Lyon",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Lyon - M2 - Communication, Publicité & Stratégie Digitale — Lyon",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Directeur des Etablissements de Santé — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Santé & Sciences de la Vie
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Finance d'Entreprise & Ingénierie Financière — Lyon,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Gestionnaire de Patrimoine — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Management de Projet & Ingénierie Commerciale — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Lyon - M2 - Management, Conseil & Stratégie — Lyon",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Manager des Ressources Humaines — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Manager en Data Marketing — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Informatique & IA
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Marketing Digital & E-Commerce — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Lyon - M2 - Marketing du Sport & Expérience Client — Lyon,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Lyon - M2 - Marketing, Communication & Stratégie de Marque — Lyon",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Lyon (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Marseille - M2 - Audit & Contrôle de Gestion — Marseille,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Marseille - M2  - Business Development - Trade Marketing & Distribution — Marseille,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Marseille - M2 - Business Development & Ingénierie d'Affaires — Marseille,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Marseille - M2 - Communication, Publicité & Stratégie Digitale — Marseille",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Marseille - M2 - Directeur des Etablissements de Santé — Marseille,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Santé & Sciences de la Vie
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Marseille - M2 - Finance d'Entreprise & Ingénierie Financière — Marseille,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Marseille - M2 - Gestionnaire de Patrimoine — Marseille,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Marseille - M2 - Management, Conseil & Stratégie — Marseille",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Marseille - M2 - Manager des Ressources Humaines — Marseille,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Marseille - M2 - Marketing, Communication & Stratégie de Marque — Marseille",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Marseille (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Paris - M2 - Analyse Financière Internationale — Paris,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Paris (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Paris - M2 - Audit & Contrôle de Gestion — Paris,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Paris (Alternance) — Démarrage 03/03/2027",Français,Commerce & Management
